country	local_id	global_id	type	day	month	year	participant_age	participant_gender	participant_occupation	participant_occ_detail	participant_education	participant_edu_length	participant_school_year	participant_nationality	hh_size	hh_age_1	hh_age_2	hh_age_3	hh_age_4	hh_age_5	hh_age_6	hh_age_7	hh_age_8	hh_age_9	hh_age_10	hh_age_11	hh_age_12	hh_age_13	hh_age_14	hh_age_15	hh_age_16	hh_age_17	hh_age_18	hh_age_19	hh_age_20	class_size	work_contacts	work_contacts_nr	child_care	child_care_nr	child_relationship	child_nationality	problems	diary_how	diary_missed_unsp	diary_missed_skin	diary_missed_noskin	diary_weight	dayofweek	cnt_count
BE	808	7739	3	5	4	2006	5	F	6	 	3	12	 	BE	4	2	28	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.4368	3	9
BE	810	7740	3	5	4	2006	5	M	1	7	7	15	 	BE	3	38	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	Y	3	2	 	 	0.3243	3	12
BE	811	7741	2	9	4	2006	9	F	5	 	 	 	3	BE	3	25	61	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.3243	0	5
BE	813	7742	3	6	4	2006	7	M	1	7	3	12	 	BE	4	36	33	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	2	3	 	 	0.4368	4	7
BE	816	7743	3	5	4	2006	3	M	4	 	7	15	 	EU	3	39	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	1	1	 	 	0.3006	3	2
BE	822	7744	3	11	4	2006	7	F	4	 	4	12	 	BE	3	29	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	1	3	 	 	0.3243	2	15
BE	824	7745	3	11	4	2006	3	F	4	 	7	15	 	BE	4	9	34	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	0.8495	2	3
BE	825	7746	3	6	4	2006	8	M	1	7	7	15	 	EU	5	4	10	38	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	EU	N	2	2	 	 	1.1573	4	25
BE	826	7747	3	11	4	2006	4	F	1	5	7	15	 	BE	4	0	33	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	0.8495	2	5
BE	827	7748	3	8	4	2006	0	F	4	 	4	12	 	BE	9	1	2	5	7	10	11	21	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	1	1	 	 	1.032	6	34
BE	828	7749	3	13	4	2006	2	F	1	7	2	9	 	BE	3	32	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	3	2	 	 	0.3006	4	10
BE	829	7750	3	12	4	2006	1	M	4	 	3	12	 	BE	3	26	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	2	 	 	0.3006	3	4
BE	830	7751	3	11	4	2006	8	F	1	7	7	15	 	BE	4	3	32	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	2	 	 	0.4368	2	9
BE	832	7752	3	9	4	2006	0	F	3	 	3	12	 	BE	2	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	1	1	 	 	0.3798	0	13
BE	833	7753	3	12	4	2006	6	M	3	 	3	12	 	BE	3	40	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	0.3243	3	5
BE	834	7754	3	11	4	2006	4	F	1	7	7	15	 	BE	5	1	3	38	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	2	3	 	 	1.032	2	13
BE	837	7755	3	10	4	2006	7	F	3	 	2	9	 	BE	5	13	14	37	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	1	1	 	 	1.1573	1	16
BE	839	7756	3	10	4	2006	2	F	1	7	3	12	 	BE	3	29	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	1	BE	N	2	1	 	 	0.3006	1	12
BE	840	7757	3	11	4	2006	7	F	4	 	2	9	 	BE	3	29	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	3	 	 	0.3243	2	6
BE	843	7758	3	4	4	2006	4	F	3	 	3	12	 	BE	3	29	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	0.3006	2	4
BE	845	7759	3	5	4	2006	3	M	1	7	3	12	 	BE	4	5	27	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.8495	3	5
BE	846	7760	3	11	4	2006	7	M	1	7	7	15	 	BE	3	34	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	2	BE	N	2	1	 	 	0.3243	2	18
BE	847	7761	3	2	4	2006	2	M	1	7	7	15	 	BE	3	27	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	0.3006	0	4
BE	848	7762	3	10	4	2006	4	F	1	8	3	12	 	BE	2	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	Y	2	3	 	 	0.3798	1	4
BE	851	7763	3	3	4	2006	6	M	3	 	3	12	 	BE	4	4	31	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	0.4368	1	6
BE	852	7764	3	21	4	2006	0	F	1	7	7	15	 	BE	3	30	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	2	BE	N	2	1	 	 	0.3006	5	20
BE	853	7765	3	2	4	2006	1	M	1	7	3	12	 	BE	3	27	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	1	BE	N	2	1	 	 	0.3006	0	4
BE	854	7766	3	11	4	2006	2	F	1	8	3	12	 	BE	3	37	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	2	BE	N	2	1	 	 	0.3006	2	10
BE	855	7767	3	2	4	2006	6	F	3	 	3	12	 	BE	4	8	31	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.4368	0	3
BE	856	7768	3	6	4	2006	3	F	3	 	3	12	 	BE	5	5	7	34	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	2	 	 	1.032	4	4
BE	857	7769	3	5	4	2006	3	F	1	7	7	15	 	BE	4	1	29	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.8495	3	4
BE	858	7770	3	2	4	2006	7	F	3	 	3	12	 	BE	5	2	5	32	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	1.1573	0	4
BE	859	7771	3	3	4	2006	8	M	4	 	3	12	 	BE	4	6	32	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.4368	1	6
BE	860	7772	3	2	4	2006	7	M	3	 	3	12	 	BE	4	5	32	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.4368	0	4
BE	861	7773	3	7	4	2006	7	F	1	7	3	12	 	BE	4	2	29	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.4368	5	5
BE	862	7774	3	9	4	2006	1	M	4	 	3	12	 	BE	3	25	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	0.3006	0	5
BE	863	7775	3	30	3	2006	8	F	1	7	3	12	 	BE	3	30	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	1	BE	N	2	1	 	 	0.3243	4	8
BE	864	7776	3	3	4	2006	1	F	3	 	3	12	 	BE	3	26	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	0.3006	1	3
BE	865	7777	3	3	4	2006	1	M	4	 	2	9	 	BE	3	26	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	2	 	 	0.3006	1	5
BE	866	7778	3	5	4	2006	7	F	1	7	3	12	 	BE	3	42	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.3243	3	6
BE	867	7779	3	2	4	2006	8	M	3	 	4	12	 	BE	4	6	34	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.4368	0	15
BE	868	7780	3	4	4	2006	2	M	1	7	3	12	 	BE	3	29	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	2	 	 	0.3006	2	3
BE	869	7781	3	2	4	2006	1	F	4	 	3	12	 	BE	3	25	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	0.3006	0	5
BE	870	7782	3	5	4	2006	2	M	4	 	3	12	 	BE	3	23	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	2	 	 	0.3006	3	5
BE	871	7783	3	1	4	2006	5	F	1	7	3	12	 	BE	3	26	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.3243	6	6
BE	873	7784	3	8	4	2006	5	M	1	7	3	12	 	BE	4	3	29	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	3	 	 	0.4368	6	7
BE	874	7785	3	7	4	2006	5	F	1	7	3	12	 	BE	3	28	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.3243	5	5
BE	891	7786	3	2	4	2006	3	M	1	7	7	15	 	BE	4	1	33	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	2	1	 	 	0.8495	0	5
BE	1001	7787	1	31	3	2006	45	F	1	7	3	12	 	BE	2	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1000	 	 	 	 	N	2	1	 	 	1.7036	5	1011
BE	1002	7788	1	31	3	2006	56	F	3	 	7	15	 	BE	2	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.9522	5	12
BE	1003	7789	1	2	4	2006	64	M	6	 	3	12	 	BE	2	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	2	1	 	 	0.7616	0	8
BE	1004	7790	1	2	4	2006	18	F	5	 	3	12	 	BE	5	11	15	45	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	3	 	 	0.6122	0	30
BE	1005	7791	1	29	3	2006	60	M	2	 	3	12	 	BE	2	56	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.7616	3	31
BE	1006	7792	1	30	3	2006	38	F	1	7	7	15	 	BE	4	3	11	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.2112	4	19
BE	1007	7793	1	1	4	2006	46	F	1	7	3	12	 	BE	4	15	21	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	28	 	 	 	 	N	2	3	 	 	1.0063	6	16
BE	1008	7794	1	5	4	2006	20	F	5	 	7	15	 	BE	5	19	21	44	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	N	1	1	 	 	1.1636	3	20
BE	1009	7795	1	29	3	2006	60	F	6	 	3	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.882	3	4
BE	1011	7796	1	1	4	2006	41	M	1	7	3	12	 	BE	2	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	2	1	 	 	2.1507	6	22
BE	1014	7797	1	31	3	2006	44	M	1	7	7	15	 	BE	5	13	15	17	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	2.3409	5	42
BE	1015	7798	1	5	4	2006	49	F	1	7	7	15	 	BE	3	21	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	2	2	 	 	0.8875	3	22
BE	1016	7799	1	1	4	2006	40	F	5	 	7	15	 	BE	3	5	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.87	6	10
BE	1018	7800	1	2	4	2006	63	F	2	 	3	12	 	BE	2	63	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7616	0	7
BE	1020	7801	1	2	4	2006	76	F	3	 	0	0	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	3.9884	0	13
BE	1021	7802	1	30	3	2006	48	F	1	7	7	15	 	BE	5	20	23	23	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	8	 	 	 	 	N	2	1	 	 	1.0331	4	39
BE	1022	7803	1	31	3	2006	43	F	1	7	3	12	 	BE	5	14	18	18	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	14	 	 	 	 	N	1	2	 	 	2.3409	5	14
BE	1023	7804	1	31	3	2006	48	M	1	7	7	15	 	BE	4	22	23	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0063	5	5
BE	1024	7805	1	31	3	2006	19	M	5	 	3	12	 	BE	3	54	57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	Y	1	2	 	 	0.5641	5	36
BE	1025	7806	1	9	4	2006	23	M	5	 	7	15	 	BE	4	27	55	57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.6037	0	5
BE	1026	7807	1	1	4	2006	19	F	5	 	3	12	 	BE	5	13	21	48	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	4	 	 	0.6122	6	13
BE	1027	7808	1	31	3	2006	46	M	1	6	7	15	 	BE	4	17	19	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	2	2	 	 	1.0063	5	17
BE	1028	7809	1	30	3	2006	29	M	1	7	3	12	 	BE	3	1	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.007	4	12
BE	1029	7810	1	30	3	2006	21	M	1	8	3	12	 	BE	2	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	4	 	 	1.7051	4	19
BE	1030	7811	1	31	3	2006	48	M	1	5	7	15	 	BE	4	47	18	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	1	2	 	 	1.0063	5	10
BE	1031	7812	1	31	3	2006	58	F	3	 	1	6	 	BE	2	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.9522	5	4
BE	1032	7813	1	30	3	2006	58	M	1	7	3	12	 	BE	2	57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	3	1	 	 	0.9522	4	10
BE	1033	7814	1	30	3	2006	39	F	1	7	7	15	 	BE	5	3	5	9	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	1.3126	4	26
BE	1034	7815	1	1	4	2006	62	F	3	 	4	12	 	BE	2	63	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.7616	6	16
BE	1037	7816	1	3	4	2006	61	M	2	 	3	12	 	BE	2	62	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.7616	1	27
BE	1038	7817	1	30	3	2006	40	M	1	5	2	9	 	BE	3	18	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.87	4	10
BE	1039	7818	1	4	4	2006	76	F	2	 	1	6	 	BE	2	81	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	Y	2	1	 	 	2.285	2	2
BE	1041	7819	1	2	4	2006	52	F	1	7	7	15	 	BE	3	20	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	80	 	 	 	 	N	2	1	 	 	0.8367	0	13
BE	1042	7820	1	31	3	2006	60	F	2	 	2	9	 	BE	3	14	70	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	1.366	5	15
BE	1043	7821	1	31	3	2006	70	F	2	 	7	15	 	BE	2	76	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	60	 	 	 	 	N	2	4	 	 	2.285	5	70
BE	1044	7822	1	30	3	2006	38	F	3	 	7	15	 	BE	5	9	12	13	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	Y	2	2	 	 	1.3126	4	33
BE	1047	7823	1	2	4	2006	53	F	3	 	7	15	 	BE	4	24	28	58	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.6693	0	3
BE	1048	7824	1	31	3	2006	61	F	2	 	7	15	 	BE	2	58	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	3	 	 	0.7616	5	38
BE	1049	7825	1	1	4	2006	47	M	1	8	2	9	 	BE	2	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	1	1	 	 	1.7036	6	7
BE	1050	7826	1	30	3	2006	27	M	1	8	3	12	 	BE	2	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0649	4	16
BE	1051	7827	1	2	4	2006	69	M	2	 	3	12	 	BE	2	66	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.4922	0	10
BE	1052	7828	1	30	3	2006	39	F	1	7	7	15	 	BE	4	7	10	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	1	2	 	 	1.2112	4	5
BE	1053	7829	1	31	3	2006	55	F	6	 	7	15	 	BE	3	21	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0135	5	3
BE	1054	7830	1	30	3	2006	54	F	6	 	7	15	 	BE	3	30	54	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	1	1	 	 	0.8367	4	35
BE	1055	7831	1	31	3	2006	48	M	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	2	1	 	 	1.3978	5	4
BE	1056	7832	1	31	3	2006	45	M	1	7	3	12	 	BE	3	20	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	0.8875	5	25
BE	1057	7833	1	31	3	2006	71	M	2	 	1	6	 	BE	2	70	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	2.285	5	9
BE	1058	7834	1	30	3	2006	52	F	1	7	7	15	 	BE	5	22	27	29	53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	7	 	 	 	 	N	2	1	 	 	1.0103	4	3
BE	1059	7835	1	30	3	2006	51	M	6	 	7	15	 	BE	4	20	23	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	80	 	 	 	 	N	1	1	 	 	0.6693	4	100
BE	1060	7836	1	31	3	2006	73	M	2	 	7	15	 	BE	2	67	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	2.285	5	10
BE	1061	7837	1	30	3	2006	54	F	6	 	7	15	 	BE	2	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	50	 	 	 	 	N	1	3	 	 	1.0549	4	65
BE	1062	7838	1	30	3	2006	53	F	1	7	3	12	 	BE	2	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	1	 	 	1.0549	4	9
BE	1063	7839	1	2	4	2006	42	F	1	7	4	12	 	BE	3	17	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	2	 	 	0.87	0	8
BE	1064	7840	1	2	4	2006	44	F	1	7	3	12	 	BE	3	5	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	100	 	 	 	 	N	3	2	 	 	0.87	0	13
BE	1069	7841	1	2	4	2006	50	M	1	7	3	12	 	BE	2	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	100	 	 	 	 	N	1	2	 	 	1.0549	0	17
BE	1071	7842	1	3	4	2006	42	M	1	8	4	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	50	 	 	 	 	N	2	1	 	 	2.3019	1	53
BE	1072	7843	1	31	3	2006	31	M	1	5	2	9	 	BE	3	24	54	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	2	3	 	 	0.7721	5	21
BE	1073	7844	1	30	3	2006	31	F	1	5	3	12	 	EU	2	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	60	 	 	 	 	N	2	1	 	 	1.6533	4	65
BE	1074	7845	1	30	3	2006	46	M	1	6	7	15	 	EU	6	12	15	18	20	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	50	 	 	 	 	Y	2	2	 	 	1.0331	4	54
BE	1077	7846	1	3	4	2006	73	F	2	 	1	6	 	BE	2	74	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	2.285	1	11
BE	1078	7847	1	3	4	2006	29	F	1	7	7	15	 	BE	3	1	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	35	 	 	 	 	N	2	2	 	 	1.007	1	54
BE	1079	7848	1	1	4	2006	64	M	2	 	7	15	 	BE	2	65	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.7616	6	25
BE	1081	7849	1	31	3	2006	30	M	1	8	2	9	 	BE	3	2	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	N	2	1	 	 	0.7721	5	5
BE	1082	7850	1	4	4	2006	69	M	2	 	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0388	2	10
BE	1083	7851	1	1	4	2006	32	M	1	8	4	12	 	BE	2	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.6533	6	4
BE	1085	7852	1	3	4	2006	24	F	1	5	7	15	 	BE	5	20	22	50	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	50	 	 	 	 	N	2	4	 	 	1.1636	1	63
BE	1087	7853	1	4	4	2006	65	M	2	 	7	15	 	BE	2	66	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	Y	2	1	 	 	1.4922	2	10
BE	1088	7854	1	4	4	2006	55	F	1	8	4	12	 	BE	3	24	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	200	 	 	 	 	N	2	1	 	 	1.0135	2	203
BE	1089	7855	1	4	4	2006	54	M	1	5	3	12	 	EU	5	12	14	16	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	3	 	 	1.0103	2	12
BE	1090	7856	1	4	4	2006	21	F	1	7	3	12	 	BE	5	21	24	48	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	40	 	 	 	 	N	3	4	 	 	1.1636	2	72
BE	1092	7857	1	4	4	2006	28	F	1	6	7	15	 	BE	4	24	49	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	1	2	 	 	4.026	2	14
BE	1093	7858	1	12	4	2006	56	M	1	6	3	12	 	BE	2	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.9522	3	29
BE	1095	7859	1	4	4	2006	68	F	2	 	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0388	2	10
BE	1097	7860	1	1	4	2006	21	M	1	8	4	12	 	BE	4	16	48	54	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	35	 	 	 	 	N	2	3	 	 	0.6037	6	12
BE	1099	7861	1	4	4	2006	34	M	1	7	7	15	 	BE	3	2	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.7721	2	8
