local_id country type participant_age participant_gender participant_occupation participant_occ_detail participant_education participant_edu_length participant_school_year participant_nationality hh_size hh_age_1 hh_age_2 hh_age_3 hh_age_4 hh_age_5 hh_age_6 hh_age_7 hh_age_8 hh_age_9 hh_age_10 hh_age_11 hh_age_12 hh_age_13 hh_age_14 hh_age_15 hh_age_16 hh_age_17 hh_age_18 hh_age_19 hh_age_20 class_size work_contacts work_contacts_nr work_age_1 work_age_2 work_age_3 work_age_4 work_age_5 fill_in_age fill_in_gender child_care child_care_nr child_relationship child_nationality problems day1 month1 year1 dayofweek1 work_day1 holiday1 diary_how1 diary_missed_unsp1 day2 month2 year2 dayofweek2 work_day2 holiday2 diary_how2 diary_missed_unsp2 diary_weight
96 BE 1 44 M 1 7 3 12 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 15 0 0 0 1 0 NA NA NA NA NA NA N 24 3 2006 5 1 0 1 4 26 3 2006 0 0 0 1 1 2.3019
97 BE 1 20 M 5 NA 3 12 NA BE 4 26 50 52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 20 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 2 2 27 3 2006 1 1 0 3 1 0.6037
98 BE 1 26 F 1 7 7 15 NA BE 2 30 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 15 0 0 0 1 0 NA NA NA NA NA NA N 22 3 2006 3 1 0 2 2 25 3 2006 6 0 0 2 2 1.0649
99 BE 1 34 F 1 7 3 12 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 27 3 2006 1 1 0 2 1 0.8324
100 BE 1 46 F 3 NA 3 12 NA BE 3 16 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 28 3 2006 2 1 0 1 1 0.8875
101 BE 1 75 F 2 NA 7 15 NA BE 2 82 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 24 3 2006 5 1 0 1 1 25 3 2006 6 0 0 1 1 2.285
102 BE 2 12 F 5 NA NA NA 6 BE 3 42 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19 Y 25 0 0 1 1 0 NA NA NA NA NA NA N 24 3 2006 5 1 0 2 4 26 3 2006 0 0 0 2 1 0.6754
103 BE 1 45 F 1 7 3 12 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 0 0 1 0 NA NA NA NA NA NA N 22 3 2006 3 1 0 2 1 25 3 2006 6 0 0 2 1 1.3978
104 BE 1 62 F 2 NA 7 15 NA BE 4 37 40 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 24 3 2006 5 1 0 2 1 26 3 2006 0 0 0 3 1 0.7628
105 BE 1 54 F 6 NA 7 15 NA BE 3 57 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 20 3 2006 1 1 0 2 1 25 3 2006 6 0 0 2 1 0.8367
106 BE 1 48 F 4 NA 7 15 NA BE 3 15 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 24 3 2006 5 1 0 2 1 25 3 2006 6 0 0 2 1 0.8875
107 BE 3 5 M 1 7 3 12 NA BE 4 1 31 39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31 F Y 3 1 BE N 24 3 2006 5 1 0 2 2 25 3 2006 6 0 0 1 4 0.4368
108 BE 1 39 M 1 7 3 12 NA BE 4 9 12 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 30 0 1 0 1 0 NA NA NA NA NA NA N 24 3 2006 5 1 0 1 2 25 3 2006 6 0 0 1 2 1.2112
109 BE 1 63 F 2 NA 7 15 NA BE 3 28 63 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 24 3 2006 5 1 0 1 3 26 3 2006 0 0 0 2 3 1.366
110 BE 1 32 M 1 8 2 9 NA BE 3 1 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 17 3 2006 5 1 0 2 2 18 3 2006 6 0 0 2 2 0.7721
111 BE 1 30 F 1 7 3 12 NA BE 3 7 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 30 0 0 0 1 0 NA NA NA NA NA NA N 23 3 2006 4 1 0 2 2 25 3 2006 6 0 0 2 3 0.7721
112 BE 1 22 F 1 7 7 15 NA BE 5 16 24 48 49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 100 0 0 1 0 0 NA NA NA NA NA NA N 18 3 2006 6 0 0 3 2 21 3 2006 2 1 0 3 4 1.1636
113 BE 1 43 F 1 7 7 15 NA BE 3 17 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 27 3 2006 1 1 0 1 1 0.87
114 BE 1 54 F 1 5 7 15 NA BE 2 24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 15 0 0 0 1 1 NA NA NA NA NA NA N 26 3 2006 0 0 0 1 4 28 3 2006 2 1 0 2 4 1.0549
115 BE 1 55 F 3 NA 4 12 NA BE 3 25 56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 23 3 2006 4 1 0 1 2 26 3 2006 0 0 0 2 2 1.0135
116 BE 1 23 F 1 5 3 12 NA BE 4 7 7 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 35 1 0 0 1 0 NA NA NA NA NA NA N 18 3 2006 6 0 0 2 1 20 3 2006 1 1 0 2 1 0.6037
117 BE 1 33 F 6 NA 7 15 NA BE 5 6 8 9 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 19 3 2006 0 0 0 2 3 21 3 2006 2 1 0 2 2 1.2399
118 BE 3 2 F 1 7 7 15 NA BE 4 1 35 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35 F N NA 1 BE N 19 3 2006 0 0 0 2 1 21 3 2006 2 1 0 2 1 0.8495
119 BE 3 5 F 1 7 3 12 NA BE 4 9 33 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 F Y 3 1 BE N 23 3 2006 4 1 0 2 4 26 3 2006 0 0 0 2 1 0.4368
120 BE 1 46 F 1 7 7 15 NA BE 2 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 20 0 0 0 1 0 NA NA NA NA NA NA N 22 3 2006 3 1 0 2 2 25 3 2006 6 0 0 2 1 1.7036
121 BE 1 66 M 1 5 4 12 NA BE 2 61 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 23 3 2006 4 1 0 1 1 25 3 2006 6 0 0 1 1 1.4922
122 BE 1 48 M 1 8 3 12 NA BE 4 14 18 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 20 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 3 3 27 3 2006 1 1 0 3 3 1.0063
123 BE 1 50 F 6 NA 2 9 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 25 1 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 2 2 27 3 2006 1 1 0 2 1 1.4245
124 BE 1 50 F 3 NA 3 12 NA BE 3 23 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 27 3 2006 1 1 0 1 1 0.8367
125 BE 1 55 M 1 7 7 15 NA BE 2 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 0 NA NA NA NA NA NA N 23 3 2006 4 1 0 3 1 25 3 2006 6 0 0 2 1 0.9522
126 BE 1 25 F 1 7 7 15 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 50 0 0 0 1 0 NA NA NA NA NA NA N 24 3 2006 5 1 0 2 3 25 3 2006 6 0 0 2 2 0.6592
127 BE 1 18 F 5 NA 1 6 NA BE 4 19 46 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 15 0 0 1 1 0 NA NA NA NA NA NA N 24 3 2006 5 1 0 1 3 26 3 2006 0 0 0 1 2 0.5178
128 BE 1 45 F 1 7 7 15 NA BE 4 11 21 54 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 0 0 1 0 NA NA NA NA NA NA N 23 3 2006 4 1 0 1 3 25 3 2006 6 0 0 1 3 1.0063
129 BE 1 32 F 1 7 3 12 NA BE 5 4 6 10 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 12 0 0 0 1 0 NA NA NA NA NA NA N 22 3 2006 3 1 0 3 1 25 3 2006 6 0 0 3 3 1.2399
130 BE 1 34 M 1 7 2 9 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 150 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 28 3 2006 2 1 0 2 4 0.8324
132 BE 1 58 F 3 NA 1 6 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 1 1 27 3 2006 1 1 0 2 2 1.0573
133 BE 1 68 M 2 NA 4 12 NA BE 2 66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 28 3 2006 2 1 0 1 1 1 4 2006 6 0 1 2 1 1.4922
134 BE 1 39 F 4 NA 7 15 NA BE 2 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 3 0 0 0 1 1 NA NA NA NA NA NA N 1 4 2006 6 0 1 1 1 3 4 2006 1 1 1 1 1 1.1112
135 BE 1 19 M 6 NA 2 9 NA BE 4 13 47 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 2 2 1 4 2006 6 0 1 2 2 0.5178
136 BE 3 2 M 1 7 7 15 NA EU 4 0 35 49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35 F N NA 1 BE N 23 3 2006 4 1 0 3 1 26 3 2006 0 0 0 3 4 0.8495
137 BE 1 56 F 1 7 7 15 NA BE 3 22 58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 40 0 1 1 0 0 NA NA NA NA NA NA N 1 4 2006 6 0 1 1 1 3 4 2006 1 1 1 1 1 1.0135
138 BE 1 41 F 6 NA 3 12 NA BE 3 11 39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 40 0 0 0 1 1 NA NA NA NA NA NA N 31 3 2006 5 1 0 3 1 1 4 2006 6 0 1 3 1 0.87
139 BE 1 27 F 6 NA 3 12 NA EU 3 0 31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 1 0 1 0 NA NA NA NA NA NA N 23 3 2006 4 1 0 3 1 25 3 2006 6 0 0 3 1 1.007
140 BE 1 23 F 1 7 7 15 NA BE 3 19 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 27 3 2006 1 1 0 2 1 1 4 2006 6 0 1 2 1 0.9039
141 BE 1 40 F 1 6 7 15 NA BE 4 13 15 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 30 0 0 0 1 1 NA NA NA NA NA NA Y 5 4 2006 5 1 1 1 4 9 4 2006 0 0 1 1 4 1.6599
142 BE 1 60 M 1 7 3 12 NA BE 2 58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 200 0 1 1 1 1 NA NA NA NA NA NA N 2 4 2006 0 0 1 1 4 4 4 2006 2 1 1 1 4 0.7616
143 BE 1 37 F 1 7 7 15 NA BE 4 2 4 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 27 3 2006 1 1 0 2 1 1.2112
144 BE 1 30 M 1 5 3 12 NA BE 2 30 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 40 0 0 0 1 1 NA NA NA NA NA NA N 28 3 2006 2 1 0 2 1 2 4 2006 0 0 1 2 1 1.6533
145 BE 2 16 F 5 NA NA NA 10 BE 4 18 44 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 N NA NA NA NA NA NA NA NA NA NA NA NA N 24 3 2006 5 1 0 1 1 26 3 2006 0 0 0 2 1 0.5178
146 BE 3 3 F 1 7 7 15 NA BE 4 5 34 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 F Y 3 1 BE Y 24 3 2006 5 1 0 3 NA 26 3 2006 0 0 0 2 4 0.8495
147 BE 1 59 F 1 5 7 15 NA BE 5 90 60 35 30 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 50 0 0 0 1 0 NA NA NA NA NA NA N 18 3 2006 6 0 0 1 4 20 3 2006 1 1 0 1 4 0.6442
148 BE 1 51 F 1 6 7 15 NA BE 3 16 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 22 3 2006 3 1 0 3 1 26 3 2006 0 0 0 3 1 0.8367
149 BE 2 17 F 5 NA NA NA 11 BE 4 20 43 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 28 N NA NA NA NA NA NA NA NA NA NA NA NA N 23 3 2006 4 1 0 1 2 26 3 2006 0 0 0 2 2 0.5178
150 BE 1 47 M 1 7 7 15 NA BE 3 17 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 20 0 0 0 1 0 NA NA NA NA NA NA N 23 3 2006 4 1 0 2 2 25 3 2006 6 0 0 2 1 0.8875
151 BE 1 41 F 1 8 2 9 NA BE 2 78 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 9 4 2006 0 0 1 2 2 10 4 2006 1 1 1 2 2 2.1507
152 BE 1 19 M 5 NA 3 12 NA BE 5 22 25 50 55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 40 0 1 0 1 0 NA NA NA NA NA NA N 28 3 2006 2 1 0 2 2 2 4 2006 0 0 1 2 2 0.6122
153 BE 1 32 F 1 7 7 15 NA BE 3 2 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 30 0 0 0 1 0 NA NA NA NA NA NA N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 2 0.7721
154 BE 3 1 F 1 7 7 15 NA BE 4 3 33 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 F Y 1 1 BE N 9 4 2006 0 0 1 2 1 11 4 2006 2 1 1 2 1 0.8495
155 BE 1 18 F 5 NA 3 12 NA BE 4 21 46 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 24 3 2006 5 1 0 2 4 26 3 2006 0 0 0 2 2 0.5178
156 BE 1 35 F 3 NA 4 12 NA BE 5 5 7 12 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 16 4 2006 0 0 1 2 2 21 4 2006 5 1 0 2 1 1.3126
157 BE 1 69 F 2 NA 3 12 NA BE 2 67 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 40 0 0 1 1 0 NA NA NA NA NA NA N 16 4 2006 0 0 1 2 2 21 4 2006 5 1 0 2 1 1.4922
158 BE 1 22 F 5 NA 7 15 NA BE 4 21 48 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 0 NA NA NA NA NA NA N 24 3 2006 5 1 0 2 2 26 3 2006 0 0 0 2 1 0.6037
159 BE 1 45 M 1 6 7 15 NA BE 3 12 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 0 NA NA NA NA NA NA N 18 3 2006 6 0 0 1 1 22 3 2006 3 1 0 1 1 0.8875
160 BE 1 54 F 1 7 3 12 NA BE 4 24 29 57 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 15 0 0 0 1 0 NA NA NA NA NA NA N 19 3 2006 0 0 0 3 1 21 3 2006 2 1 0 3 4 0.6693
161 BE 1 27 F 1 7 7 15 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 20 0 0 0 1 0 NA NA NA NA NA NA N 5 4 2006 3 1 1 2 2 9 4 2006 0 0 1 2 2 0.6592
162 BE 1 26 M 4 NA 2 9 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 2 4 2006 0 0 1 2 2 0.6592
163 BE 1 42 F 1 7 7 15 NA BE 4 11 15 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 0 0 1 1 NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 2 4 2006 0 0 1 2 1 1.6599
164 BE 1 63 F 3 NA 2 9 NA BE 2 66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 28 3 2006 2 1 0 1 1 0.7616
165 BE 1 57 F 2 NA 7 15 NA BE 4 27 32 58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 2 1 4 2006 6 0 1 2 2 0.5455
170 BE 1 50 F 1 5 4 12 NA BE 3 25 49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 25 1 1 0 1 1 NA NA NA NA NA NA N 24 3 2006 5 1 0 2 2 25 3 2006 6 0 0 2 2 0.8367
190 BE 1 24 F 1 7 7 15 NA EU 2 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 20 3 2006 1 1 0 2 1 25 3 2006 6 0 0 2 1 1.7051
195 BE 1 49 M 1 8 4 12 NA BE 3 22 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 15 0 0 0 1 0 NA NA NA NA NA NA N 13 4 2006 4 1 1 2 1 9 4 2006 0 0 1 2 2 0.8875
199 BE 1 23 M 1 7 3 12 NA BE 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 2 2 4 2006 0 0 1 1 1 0.9039
205 BE 1 69 M 2 NA 4 12 NA BE 2 69 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 27 3 2006 1 1 0 2 1 1.4922
206 BE 1 51 F 3 NA 2 9 NA BE 3 24 54 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 27 3 2006 1 1 0 2 1 0.8367
207 BE 1 58 M 1 8 1 6 NA BE 2 59 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 15 0 0 0 1 0 NA NA NA NA NA NA N 25 3 2006 6 0 0 2 2 27 3 2006 1 1 0 2 2 0.9522
208 BE 1 21 M 5 NA 7 15 NA BE 5 19 23 45 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 30 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 27 3 2006 1 1 0 2 2 1.1636
209 BE 1 44 F 1 7 3 12 NA BE 4 11 13 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 40 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 27 3 2006 1 1 0 2 2 1.6599
210 BE 1 58 M 2 NA 2 9 NA BE 2 53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 2 4 27 3 2006 1 1 0 2 3 0.9522
211 BE 1 56 M 4 NA 3 12 NA BE 3 19 52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 2 4 27 3 2006 1 1 0 2 3 1.0135
212 BE 1 20 F 5 NA 3 12 NA BE 4 17 42 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 35 0 0 0 1 0 NA NA NA NA NA NA N 22 3 2006 3 1 0 2 4 25 3 2006 6 0 0 2 1 0.6037
213 BE 1 22 F 5 NA 7 15 NA BE 3 54 55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 25 0 0 0 1 0 NA NA NA NA NA NA N 25 3 2006 6 0 0 2 1 27 3 2006 1 1 0 2 1 0.9039
215 BE 1 32 F 4 NA 7 15 NA BE 5 2 4 6 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 27 3 2006 1 1 0 3 2 1.2399
217 BE 1 69 F 2 NA 3 12 NA BE 2 70 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA Y 31 3 2006 5 1 0 2 2 2 4 2006 0 0 1 2 2 1.4922
218 BE 1 50 F 1 7 7 15 NA BE 2 58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 28 3 2006 2 1 0 1 2 1.0549
220 BE 1 27 M 1 7 4 12 NA BE 4 1 3 29 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 15 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 27 3 2006 1 1 0 1 1 4.026
221 BE 1 63 M 2 NA 7 15 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 3 4 27 3 2006 1 1 0 3 1 0.882
222 BE 1 26 F 6 NA 2 9 NA EU 5 3 22 55 57 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 1 1 27 3 2006 1 1 0 1 1 1.3812
223 BE 1 22 M 5 NA 3 12 NA BE 3 47 52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 23 3 2006 4 1 0 2 3 25 3 2006 6 0 0 2 3 0.9039
224 BE 1 56 F 6 NA 0 0 NA BE 9 3 3 7 19 19 23 36 49 NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 0 0 0 1 NA NA NA NA NA NA N 26 3 2006 0 0 0 1 3 30 3 2006 4 1 0 2 1 0.6442
226 BE 1 46 F 1 7 2 9 NA BE 2 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 40 0 0 0 1 0 NA NA NA NA NA NA N 29 3 2006 3 1 0 2 1 1 4 2006 6 0 1 2 1 1.7036
227 BE 1 37 F 1 7 3 12 NA BE 4 9 12 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 20 0 0 0 1 0 NA NA NA NA NA NA N 31 3 2006 5 1 0 2 2 2 4 2006 0 0 1 2 2 1.2112
228 BE 1 54 F 4 NA 2 9 NA BE 2 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 1 2 4 2006 0 0 1 2 1 1.0549
229 BE 1 60 F 2 NA 4 12 NA BE 2 62 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 27 3 2006 1 1 0 1 1 0.7616
230 BE 1 53 F 1 7 2 9 NA BE 3 33 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 50 0 0 1 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 27 3 2006 1 1 0 1 2 0.8367
231 BE 1 52 F 3 NA 3 12 NA BE 3 21 55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 2 1 1 4 2006 6 0 1 2 1 0.8367
233 BE 1 18 F 5 NA 3 12 NA BE 5 20 22 47 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 2 1 4 2006 6 0 1 1 2 0.6122
235 BE 1 60 F 3 NA 2 9 NA BE 2 63 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 28 3 2006 2 1 0 3 1 1 4 2006 6 0 1 3 1 0.7616
236 BE 1 50 M 6 NA 2 9 NA BE 2 51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 2 1 2 4 2006 0 0 1 2 1 1.0549
237 BE 1 61 F 2 NA 7 15 NA BE 4 28 32 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 1 4 2006 6 0 1 2 1 0.7628
