local_id country type participant_age participant_gender participant_occupation participant_occ_detail participant_education participant_edu_length participant_school_year participant_nationality hh_size hh_age_1 hh_age_2 hh_age_3 hh_age_4 hh_age_5 hh_age_6 hh_age_7 hh_age_8 hh_age_9 hh_age_10 hh_age_11 hh_age_12 hh_age_13 hh_age_14 hh_age_15 hh_age_16 hh_age_17 hh_age_18 hh_age_19 hh_age_20 class_size work_contacts work_contacts_nr work_age_1 work_age_2 work_age_3 work_age_4 work_age_5 fill_in_age fill_in_gender child_care child_care_nr child_relationship child_nationality problems day1 month1 year1 dayofweek1 work_day1 holiday1 diary_how1 diary_missed_unsp1 day2 month2 year2 dayofweek2 work_day2 holiday2 diary_how2 diary_missed_unsp2 diary_weight
238 BE 1 23 F 4 NA 4 12 NA BE 6 24 25 35 53 58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 20 0 0 0 1 0 NA NA NA NA NA NA N 30 3 2006 4 1 0 1 2 1 4 2006 6 0 1 1 2 1.1636
243 BE 1 24 F 4 NA 7 15 NA BE 3 46 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 3 1 4 2006 6 0 1 2 2 0.9039
244 BE 1 52 M 4 NA 1 6 NA BE 2 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 1 2 1 4 2006 6 0 1 1 4 1.0549
245 BE 1 20 M 5 NA 3 12 NA BE 4 31 43 44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 3 2 4 2006 0 0 1 1 2 0.6037
246 BE 1 43 M 1 8 2 9 NA BE 3 14 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 35 0 0 0 1 0 NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 1 4 2006 6 0 1 2 1 0.87
248 BE 1 23 M 1 8 3 12 NA BE 4 16 43 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 2 1 4 2006 6 0 1 2 2 0.6037
249 BE 1 32 F 1 7 7 15 NA BE 5 1 3 6 33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 1 1 0 NA NA NA NA NA NA N 30 3 2006 4 1 0 1 2 2 4 2006 0 0 1 2 2 1.2399
250 BE 1 58 F 2 NA 3 12 NA BE 2 61 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 1 1 4 2006 6 0 1 2 1 0.9522
251 BE 1 21 M 4 NA 7 15 NA BE 4 20 50 51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 27 3 2006 1 1 0 1 1 0.6037
252 BE 1 18 F 5 NA 3 12 NA BE 5 13 14 44 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 0 0 1 0 NA NA NA NA NA NA N 29 3 2006 3 1 0 2 2 2 4 2006 0 0 1 2 2 0.6122
253 BE 1 55 F 1 7 7 15 NA BE 2 58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 50 0 0 1 1 0 NA NA NA NA NA NA N 31 3 2006 5 1 0 2 2 2 4 2006 0 0 1 2 1 0.9522
254 BE 1 55 F 3 NA 4 12 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 1 2 4 2006 0 0 1 1 1 1.0573
255 BE 1 57 F 3 NA 1 6 NA BE 2 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 1 1 4 2006 6 0 1 2 1 0.9522
256 BE 1 18 F 5 NA 3 12 NA BE 3 43 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 1 4 1 4 2006 6 0 1 1 4 0.5641
257 BE 1 19 M 5 NA 3 12 NA BE 4 16 48 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 3 2 3 4 2006 1 1 1 3 2 0.5178
258 BE 1 45 F 1 7 4 12 NA BE 3 15 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 8 0 0 0 1 0 NA NA NA NA NA NA N 31 3 2006 5 1 0 1 1 2 4 2006 0 0 1 2 1 0.8875
259 BE 1 59 M 2 NA 3 12 NA BE 2 58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 1 4 2006 6 0 1 2 1 0.9522
260 BE 1 54 M 2 NA 4 12 NA BE 4 22 25 52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 1 4 2006 6 0 1 1 4 0.6693
263 BE 1 23 M 1 8 3 12 NA BE 3 53 55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 2 1 1 4 2006 6 0 1 2 1 0.9039
265 BE 1 69 F 2 NA 2 9 NA BE 2 74 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 1 1 4 2006 6 0 1 1 1 1.4922
266 BE 1 63 M 1 5 3 12 NA BE 2 64 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 2 0 0 0 0 1 NA NA NA NA NA NA N 29 3 2006 3 1 0 2 1 1 4 2006 6 0 1 2 1 0.7616
268 BE 1 45 M 2 NA 7 15 NA BE 4 15 18 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 3 1 1 4 2006 6 0 1 3 1 1.0063
269 BE 1 69 F 2 NA 7 15 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 2 1 1 4 2006 6 0 1 2 1 1.0388
270 BE 1 53 M 1 5 7 15 NA BE 3 20 53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 12 0 0 0 1 0 NA NA NA NA NA NA N 29 3 2006 3 1 0 3 1 1 4 2006 6 0 1 3 1 0.8367
271 BE 1 31 M 1 7 7 15 NA BE 2 30 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 0 0 1 0 NA NA NA NA NA NA Y 30 3 2006 4 1 0 1 1 1 4 2006 6 0 1 1 4 1.6533
272 BE 1 47 F 1 7 7 15 NA BE 6 18 18 20 23 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 40 0 0 0 1 1 NA NA NA NA NA NA N 29 3 2006 3 1 0 3 4 1 4 2006 6 0 1 3 1 1.0331
273 BE 2 13 F 5 NA NA NA 7 BE 4 16 41 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 1 2 27 3 2006 1 1 0 1 2 0.5116
274 BE 2 13 F 5 NA NA NA 7 BE 4 10 41 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 23 3 2006 4 1 0 2 3 25 3 2006 6 0 0 2 1 0.5116
275 BE 2 16 F 5 NA NA NA 10 BE 4 13 42 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25 N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 3 1 27 3 2006 1 1 0 1 1 0.5178
276 BE 2 14 M 5 NA NA NA 8 BE 4 13 38 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 1 1 1 4 2006 6 0 1 1 2 0.5116
277 BE 2 17 M 5 NA NA NA 11 BE 4 19 47 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 27 3 2006 1 1 0 2 2 0.5178
278 BE 2 12 M 5 NA NA NA 6 BE 5 15 18 45 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 22 Y 45 0 1 0 1 0 NA NA NA NA NA NA N 29 3 2006 3 1 0 2 2 1 4 2006 6 0 1 2 3 1.0819
279 BE 2 11 M 5 NA 0 0 5 BE 4 7 39 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 29 N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 4 1 4 2006 6 0 1 2 1 0.5116
280 BE 2 11 F 5 NA NA NA 5 BE 4 7 38 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 22 N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 1 4 2006 6 0 1 2 1 0.5116
281 BE 2 15 F 5 NA NA NA 9 BE 6 11 14 17 48 51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA Y 31 3 2006 5 1 0 1 2 2 4 2006 0 0 1 2 2 0.6122
282 BE 2 15 F 5 NA NA NA 9 BE 4 13 40 44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24 N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 2 2 27 3 2006 1 1 0 2 1 0.5178
285 BE 2 15 F 5 NA NA NA 9 BE 3 47 52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25 Y 28 0 0 1 0 0 NA NA NA NA NA NA N 29 3 2006 3 1 0 1 1 1 4 2006 6 0 1 1 1 0.5641
287 BE 2 10 F 5 NA NA NA 4 BE 4 9 38 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 28 N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 1 2 4 2006 0 0 1 2 3 0.5116
288 BE 2 17 M 5 NA NA NA 11 BE 3 19 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18 Y 30 0 0 1 1 0 NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 1 4 2006 6 0 1 2 2 0.5641
289 BE 2 9 F 5 NA NA NA 3 BE 4 15 42 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30 N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 4 2 4 2006 0 0 1 2 1 0.4368
290 BE 2 9 M 5 NA NA NA 3 BE 3 35 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19 N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 1 3 1 4 2006 6 0 1 2 2 0.3243
291 BE 2 16 F 5 NA NA NA 10 BE 4 23 48 51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 5 4 2006 3 1 1 1 1 8 4 2006 6 0 1 2 1 0.5178
293 BE 2 17 M 5 NA NA NA 11 BE 4 19 23 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23 Y 25 0 0 1 0 0 NA NA NA NA NA NA N 26 3 2006 0 0 0 1 1 27 3 2006 1 1 0 1 2 0.5178
295 BE 2 15 F 5 NA NA NA 9 BE 5 21 23 46 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 1 4 2006 6 0 1 2 1 0.6122
297 BE 2 11 F 5 NA NA NA 5 BE 4 10 38 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26 N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 1 4 2006 6 0 1 2 1 0.5116
298 BE 2 15 F 5 NA NA NA 9 BE 5 22 23 50 51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24 N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 2 2 4 2006 0 0 1 1 3 0.6122
300 BE 2 18 M 5 NA NA NA 12 BE 5 16 20 48 49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 Y 50 0 0 1 1 0 NA NA NA NA NA NA N 31 3 2006 5 1 0 2 3 1 4 2006 6 0 1 2 3 0.6122
301 BE 2 16 F 5 NA NA NA 10 BE 5 11 13 43 44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 Y 50 0 0 1 1 0 NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 2 4 2006 0 0 1 2 1 0.6122
302 BE 2 15 M 5 NA NA NA 9 BE 3 22 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 1 3 4 2006 1 1 1 2 1 0.5641
306 BE 2 9 M 5 NA NA NA 3 BE 4 11 37 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26 N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 1 4 2006 6 0 1 2 3 0.4368
307 BE 2 15 M 5 NA NA NA 9 BE 3 17 53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 3 4 1 4 2006 6 0 1 2 3 0.5641
308 BE 2 12 F 5 NA NA NA 6 BE 4 16 42 44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23 Y 50 0 0 1 1 0 NA NA NA NA NA NA N 31 3 2006 5 1 0 1 2 2 4 2006 0 0 1 1 3 0.5116
310 BE 2 16 F 5 NA NA NA 10 BE 3 44 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 2 0.5641
311 BE 2 13 F 5 NA NA NA 7 BE 4 17 36 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18 N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 2 2 4 2006 0 0 1 2 3 0.5116
312 BE 2 13 F 5 NA NA NA 7 BE 6 16 19 21 44 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 16 N NA NA NA NA NA NA NA NA NA NA NA NA N 3 4 2006 1 1 1 1 2 8 4 2006 6 0 1 2 2 1.0819
314 BE 2 6 M 5 NA NA NA 0 BE 4 38 36 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.4368
315 BE 2 13 M 5 NA NA NA 7 BE 5 15 18 47 49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19 Y 30 0 0 1 0 0 NA NA NA NA NA NA Y 31 3 2006 5 1 0 2 4 2 4 2006 0 0 1 2 2 1.0819
316 BE 2 11 F 5 NA NA NA 5 BE 5 9 13 40 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 17 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 2 1.0819
317 BE 2 10 M 5 NA NA NA 4 BE 5 12 14 42 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26 N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 2 4 2006 0 0 1 2 1 1.0819
320 BE 2 14 F 5 NA NA NA 8 BE 4 11 43 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 4 4 4 2006 2 1 1 2 1 0.5116
321 BE 2 12 F 5 NA NA NA 6 BE 5 16 20 43 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 1 1.0819
323 BE 2 12 M 5 NA NA NA 6 BE 3 45 51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 3 0.6754
324 BE 2 13 M 5 NA NA NA 7 BE 6 2 20 22 37 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9 N NA NA NA NA NA NA NA NA NA NA NA NA N 4 4 2006 2 1 1 1 2 8 4 2006 6 0 1 1 1 1.0819
327 BE 2 17 M 5 NA NA NA 11 BE 4 19 43 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 2 0.5178
328 BE 2 14 F 5 NA NA NA 8 BE 4 11 42 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 16 Y 30 0 0 1 0 0 NA NA NA NA NA NA N 29 3 2006 3 1 0 2 1 1 4 2006 6 0 1 2 1 0.5116
329 BE 2 13 M 5 NA NA NA 7 BE 4 10 38 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 1 6 4 2006 4 1 1 2 2 0.5116
330 BE 2 9 F 5 NA NA NA 3 BE 4 11 35 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 2 0.4368
332 BE 2 16 F 5 NA NA NA 10 BE 5 20 22 46 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 1 1 0.6122
334 BE 2 11 M 5 NA NA NA 5 BE 4 16 43 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.5116
336 BE 2 15 NA 5 NA NA NA 9 BE 5 13 16 41 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 13 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 2 4 4 2006 2 1 1 2 2 0.6122
338 BE 2 12 F 5 NA NA NA 6 BE 4 9 47 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 1 1 3 4 2006 1 1 1 1 1 0.5116
339 BE 2 16 F 5 NA NA NA 10 BE 3 39 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 2 0.5641
340 BE 2 13 F 5 NA NA NA 7 BE 4 10 43 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 13 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 1 2 4 4 2006 2 1 1 2 2 0.5116
341 BE 2 10 F 5 NA NA NA 4 BE 2 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 1 2 4 4 2006 2 1 1 1 2 0.3986
342 BE 2 16 M 5 NA NA NA 10 BE 4 14 42 44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 2 0.5178
344 BE 2 17 F 5 NA NA NA 11 BE 4 20 42 44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 2 3 4 2006 1 1 1 2 2 0.5178
345 BE 2 16 M 5 NA NA NA 10 BE 6 8 18 20 44 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 16 Y 30 0 0 1 0 0 NA NA NA NA NA NA N 1 4 2006 6 0 1 1 4 3 4 2006 1 1 1 1 1 0.6122
346 BE 2 15 M 5 NA NA NA 9 BE 2 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 1 5 4 2006 3 1 1 2 1 1.4672
347 BE 2 12 F 5 NA NA NA 6 BE 4 10 39 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 17 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 1 1 3 4 2006 1 1 1 1 1 0.5116
348 BE 2 15 F 5 NA NA NA 9 BE 2 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 2 6 4 2006 4 1 1 2 2 1.4672
349 BE 2 10 F 5 NA NA NA 4 BE 5 1 2 38 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 1 1 3 4 2006 1 1 1 1 1 1.0819
350 BE 2 20 M 5 NA NA NA 14 BE 3 51 54 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 4 4 2006 2 1 1 1 2 8 4 2006 6 0 1 2 2 0.9039
351 BE 2 12 F 5 NA NA NA 6 BE 3 33 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 1 3 4 2006 1 1 1 2 1 0.6754
353 BE 2 13 F 5 NA NA NA 7 BE 4 12 45 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 1 3 4 2006 1 1 1 2 1 0.5116
354 BE 2 15 F 5 NA NA NA 9 BE 4 13 39 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 2 5 4 2006 3 1 1 2 3 0.5178
355 BE 2 13 F 5 NA NA NA 7 BE 4 18 47 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 1 2 3 4 2006 1 1 1 1 2 0.5116
356 BE 2 16 F 5 NA NA NA 10 BE 4 14 40 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 3 1 4 2006 6 0 1 2 2 0.5178
357 BE 2 11 M 5 NA NA NA 5 BE 4 9 40 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 1 1 3 4 2006 1 1 1 1 1 0.5116
358 BE 2 16 M 5 NA NA NA 10 BE 3 14 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 17 N NA NA NA NA NA NA NA NA NA NA NA NA N 7 4 2006 5 1 1 2 1 8 4 2006 6 0 1 2 1 0.5641
359 BE 2 10 F 5 NA NA NA 4 BE 2 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15 N NA NA NA NA NA NA NA NA NA NA NA NA N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 2 0.3986
361 BE 2 12 F 5 NA NA NA 6 BE 4 14 37 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25 N NA NA NA NA NA NA NA NA NA NA NA NA N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 1 1 0.5116
363 BE 2 11 F 5 NA NA NA 5 BE 3 42 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 22 N NA NA NA NA NA NA NA NA NA NA NA NA N 9 4 2006 0 0 1 2 1 10 4 2006 1 1 1 1 1 0.6754
364 BE 2 10 M 5 NA NA NA 4 BE 4 8 34 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21 N NA NA NA NA NA NA NA NA NA NA NA NA N 7 4 2006 5 1 1 2 2 9 4 2006 0 0 1 2 2 0.5116
365 BE 2 17 M 5 NA NA NA 11 BE 5 13 15 42 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20 N NA NA NA NA NA NA NA NA NA NA NA NA N 6 4 2006 4 1 1 2 1 9 4 2006 0 0 1 2 2 0.6122
367 BE 2 17 M 5 NA NA NA 11 BE 5 15 27 50 51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14 N NA NA NA NA NA NA NA NA NA NA NA NA N 6 4 2006 4 1 1 2 1 9 4 2006 0 0 1 2 2 0.6122
369 BE 3 2 F 1 7 7 15 NA BE 3 33 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 M Y 1 2 BE N 25 3 2006 6 0 0 1 1 27 3 2006 1 1 0 2 3 0.3006
370 BE 3 4 F 1 7 3 12 NA BE 3 34 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 40 F Y 3 1 BE N 26 3 2006 0 0 0 2 1 27 3 2006 1 1 0 2 1 0.3006
371 BE 3 7 M 1 7 2 9 NA BE 2 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 37 F Y 3 1 BE N 29 3 2006 3 1 0 2 3 1 4 2006 6 0 1 2 2 1.7766
372 BE 3 2 M 1 7 3 12 NA BE 2 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 32 F Y 2 1 BE Y 24 3 2006 5 1 0 2 3 25 3 2006 6 0 0 2 1 0.3798
374 BE 3 2 F 1 7 7 15 NA BE 3 1 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 28 M N NA 2 BE N 31 3 2006 5 1 0 2 1 1 4 2006 6 0 1 1 1 0.3006
